DESPESA_AQUISICAO_BENS;TERRENOS_HABITACOES;DSC_AUTARQUIA;INFRAESTRUTURAS_BASICAS;ACESSIBILIDADES;ldk;DESPESA_TOTAL;JUROS_ENCARGOS;DESPESA_COM_PESSOAL;CODIGO_PERIODO;OUTROS_INVESTIMENTOS_BENS_DE_CAPITAL;EDIFICIOS;DESPESA_CORRENTE;CODIGOINE;TRANSFERENCIAS_OUTRAS_DESPESAS_CAPITAL;TRANSFERENCIAS_CORRENTES;INVESTIMENTOS_OUTROS_INVESTIMENTOS_BENS_DE_CAPITAL
457771.67;0;CASTRO VERDE;9592.7;277053.59;T1_0206;3170922.96;26510.57;854026.6;T1;288220.73;847422.99;1589745.72;0206;158887.23;251436.88;1422290.01
283562.76;0;CELORICO DA BEIRA;541.86;260615.4;T1_0903;2264573.51;62214.07;750990.24;T1;151122.44;84974.27;1323647.69;0903;443671.85;226880.62;497253.97
711293.13;144331.69;CELORICO DE BASTO;694.34;451427.56;T1_0305;4047477.09;188715.6;1028379.02;T1;171639.33;857552.53;2194447.01;0305;227384.63;266059.26;1625645.45
681306.66;45710.77;CHAMUSCA;293520.08;257934.04;T1_1407;2981996.72;76048.74;718355.81;T1;266972.3;59139.68;1718616.49;1407;340103.36;242905.28;923276.87
1811945.07;29555;CHAVES;461681.59;893418.61;T1_1703;7766813.58;192918.58;1836765.62;T1;525744.47;864388.91;4097106.3;1703;894918.7;255477.03;2774788.58
835016.66;0;CINFÃES;104477.22;289243.38;T1_1804;3533412.12;5340.93;944845.03;T1;426267.46;396512.92;1902746.67;1804;414164.47;117544.05;1216500.98
4860948.2;483954.44;COIMBRA;52079.85;33680.35;T1_0603;22237899.46;555397.63;5981132.45;T1;2567618.27;240146.97;14419109.89;0603;4441309.69;3021631.61;3377479.88
948218.91;9799.32;CONDEIXA-A-NOVA;57172.89;95719.8;T1_0604;2516201.58;50998.87;705929.42;T1;235515.41;53641.79;1845509.84;0604;218842.53;140362.64;451849.21
324842.2;71910.48;CONSTÂNCIA;46233.65;311879.44;T1_1408;1794826.79;31824.98;458420.56;T1;110925.53;209858.54;909404.04;1408;134615.11;94316.3;750807.64
947169.83;42238.63;CORUCHE;1655.25;85517.4;T1_1409;4434954.47;21435.48;1358007.18;T1;552997.51;1100096.16;2524969.74;1409;127479.78;198357.25;1782504.95
59173.95;0;CORVO;29707.2;140006.01;T1_4901;405222.79;6186.48;124367.27;T1;11627.67;0;191327.7;4901;32554.21;1600;181340.88
1737549.44;174092.29;COVILHÃ;126817.54;957664.74;T1_0503;8520387.15;364962.82;1363628.93;T1;884975.48;407739.14;4438073.47;0503;1531024.49;971932.28;2551289.19
366982.3;0;CRATO;15987.46;13860.6;T1_1206;1452282.41;19386.3;453236.68;T1;346951.96;45249.51;967160.83;1206;63072.05;127555.55;422049.53
291187.32;1800;CUBA;64173.82;154868.5;T1_0207;1219345.81;17553.79;452092.06;T1;35217.89;31336.95;862963.17;0207;68985.48;102130;287397.16
1340334.66;371731.64;ELVAS;1124.22;524907.66;T1_1207;4661909.1;0;1165724.2;T1;667209.62;254729.24;2823706.72;1207;18500;317647.86;1819702.38
800217.14;0;ENTRONCAMENTO;616475.06;207005.43;T1_1410;3368530.55;82451.75;1120530.88;T1;298306.79;23152.07;2072219.33;1410;151371.87;69019.56;1144939.35
1191026.32;16756.57;ESPINHO;52499.84;246606.01;T1_0107;4955895.09;28301.98;2089474.78;T1;535813.27;89272.93;3769036.48;0107;245909.99;460233.4;940948.62
857483.44;6667.88;ESPOSENDE;415.35;28500.28;T1_0306;2847196.32;20290.19;862188.84;T1;109891.15;105952.36;2181050.15;0306;414719.15;441087.68;251427.02
855586.69;1991.2;ESTARREJA;503653.87;366803.38;T1_0108;4260108.82;53407.03;1007652.96;T1;392415.07;547721.25;2099407.27;0108;348116.78;182760.59;1812584.77
903228.61;31384.85;ESTREMOZ;5636.72;122679.34;T1_0704;3577748.18;55180.78;1021413.36;T1;434534.44;564597;2253307.71;0704;165608.12;273484.96;1158832.35
1212625.46;1000000;ÉVORA;828.7;130746.93;T1_0705;10000169.42;737238.15;3959826.62;T1;227344.13;80876.17;6329048.22;0705;2231325.27;419357.99;1439795.93
1266111.95;35522;FAFE;103698.33;688371.01;T1_0307;6445122.36;61782.16;1657645.81;T1;188127.67;252375.86;3470497.68;0307;1706529.81;484957.76;1268094.87
630970.85;13560.33;FARO;0;94199.32;T1_0805;5722356.56;122967.22;3034741.54;T1;107268.04;242406.26;4320677.11;0805;944245.5;531997.5;457433.95
2098102.55;75250;FELGUEIRAS;527160.74;275177.97;T1_1303;9525108.06;28341.77;2417821.82;T1;465267.92;2261582.78;5631692.34;1303;288976.31;1087426.2;3604439.41
408040.4;0;FERREIRA DO ALENTEJO;0;0;T1_0208;2156724.21;35067.32;1050635.81;T1;78635.18;149074.89;1681048.2;0208;247965.94;187304.67;227710.07
550176.89;10000;FERREIRA DO ZÊZERE;114453.57;70290.01;T1_1411;1789722.37;26931.19;533695.5;T1;72820.62;273006.89;1180723.43;1411;68427.85;69919.85;540571.09
753949.87;8060.79;FIGUEIRA DA FOZ;0;2140.2;T1_0605;4810916.66;763077.44;2015628.84;T1;24845.64;283567.36;3733245.42;0605;759057.25;200589.27;318613.99
415475.84;32876.98;FIGUEIRA DE CASTELO RODRIGO;43665.51;0;T1_0904;2246085.53;20959.09;461153.16;T1;38001.25;572996.98;1321456.26;0904;237088.55;423868.17;687540.72
401288.19;33617.61;FIGUEIRÓ DOS VINHOS;0;26618.42;T1_1008;1493324.16;104084.48;606589.41;T1;65077.72;10211.03;1183348.4;1008;174450.98;71386.32;135524.78
411551.9;0;FORNOS DE ALGODRES;0;21884.3;T1_0905;1183203.01;303444.03;351338.19;T1;49262.12;25474.55;1085106.04;0905;1476;18771.92;96620.97
342943.55;12933.33;FREIXO DE ESPADA À CINTA;0;280894.44;T1_0404;2225780.62;87181.87;629961.4;T1;470811.18;7663.81;1204999.77;0404;248478.09;144912.95;772302.76
307581.84;20250;FRONTEIRA;0;1915.26;T1_1208;1000443.46;16090.82;362938.46;T1;98061.12;35903.78;763340.41;1208;80972.89;76729.29;156130.16
2959750.64;246852.62;FUNCHAL;694975.86;1640193.07;T1_3103;17342366.48;412085.25;8485027;T1;731227.9;391916.02;12443588.33;3103;1193612.68;586725.44;3705165.47
1385345.77;98779.31;FUNDÃO;270001.3;693435.4;T1_0504;6869842.64;269265.95;1219761.54;T1;489574.39;71393.86;3066738.15;0504;2179920.23;192364.89;1623184.26
239776.23;0;GAVIÃO;186.04;256485.17;T1_1209;1241977.86;14526.59;440697.65;T1;95543.46;4036.25;779081.75;1209;106645.19;84081.28;356250.92
420622.06;0;GÓIS;2721.08;94404.77;T1_0606;1784699.49;31184.81;653172.88;T1;47495.1;208882.52;1200037.93;0606;231158.09;95058.18;353503.47
549445.99;0;GOLEGÃ;25723.9;95993.89;T1_1412;1755558.25;8012.08;485821.85;T1;208459.34;134013.05;1145207.6;1412;146160.47;101927.68;464190.18
4091374.17;318852.95;GONDOMAR;65429.15;400728.1;T1_1304;15616537.75;182711.74;5677147;T1;79242.39;1319311.5;11270206.55;1304;2162767.11;1318973.64;2183564.09
435472.89;178376.94;GOUVEIA;146028.34;395843.28;T1_0906;2539267.32;44055.2;601636.73;T1;278027.23;979.09;1205684.91;0906;334327.53;124520.09;999254.88
952102.54;69544.68;GRÂNDOLA;28789.11;181888.14;T1_1505;4263350.66;67354.08;1857123.91;T1;428835.17;159634.39;3250184.12;1505;144475.05;373603.59;868691.49
1355574.52;29385.52;GUARDA;5782.41;511450.39;T1_0907;7347438.68;347918.48;2094791.39;T1;212927.75;114322.15;4569923.31;0907;1903647.15;771638.92;873868.22
4026679.02;105350;GUIMARÃES;0;270653.64;T1_0308;17001004.54;599164.43;5390138.58;T1;1666857.25;444326.62;12224183.95;0308;2289633.08;2208201.92;2487187.51
419811.25;0;HORTA;0;312603.96;T1_4701;1964285.44;37836.45;705969.64;T1;81119.81;0;1334723.64;4701;235838.03;171106.3;393723.77
904895.63;0;IDANHA-A-NOVA;48267.51;138441.56;T1_0505;2997849.95;2278.59;965715.66;T1;374314.62;115440.32;2135315.14;0505;186070.8;262425.26;676464.01
1321537.44;59732.11;ÍLHAVO;108761.46;606362.45;T1_0110;5337334.84;95451.33;1547865.82;T1;758341.73;174605.93;3085480.46;0110;544050.7;120625.87;1707803.68
2051822.31;0;LAGOA (ALGARVE);0;14451.94;T1_0806;4305538.18;31192.46;1454795.53;T1;108505.67;34536.53;3969788.76;0806;178255.28;431978.46;157494.14
393270.41;0;LAGOA (SÃO MIGUEL);76029.1;171664.13;T1_4201;3033460.24;39826.09;518049.12;T1;51288.32;28395.59;1290681.37;4201;1415401.73;339535.75;327377.14
1580406.69;26677.37;LAGOS;196766.32;150579.65;T1_0807;6155090.57;229862.21;2540172.89;T1;157179.99;67343.87;5289948.3;0807;266595.07;939506.51;598547.2
198008.5;0;LAJES DAS FLORES;5360.06;92196.17;T1_4801;831386.56;7067.84;203374.6;T1;132715.96;88940.96;450736.61;4801;61436.8;42285.67;319213.15
250786.51;0;LAJES DO PICO;0;0;T1_4601;1096251.15;62504.14;287351.12;T1;5282.65;64649.33;707332.61;4601;318986.56;106690.84;69931.98
1236008.4;3976;LAMEGO;106410.39;1164352.54;T1_1805;6263574.21;122069.19;936291.44;T1;183575.44;796305.37;2702779.98;1805;1306174.49;408410.95;2254619.74
4315400.79;0;LEIRIA;21393.13;334881.07;T1_1009;13540917.41;228298.07;2650970.7;T1;417771.51;571798.61;10330830.94;1009;1864242.15;3136161.38;1345844.32
9332417.11;514166.41;LISBOA;280177.83;1550344.3;T1_1106;88447637.39;1567349.94;49957108.85;T1;2033967.39;1104052.04;70381944.68;1106;12582984.74;9525068.78;5482707.97
3816278.48;70870.93;LOULÉ;1008974.17;1550691.69;T1_0808;16802855.16;252553.26;6109362.94;T1;649686.21;657743.91;11224220.17;0808;1640668.08;1046025.49;3937966.91
4627674.26;0;LOURES;0;253132.16;T1_1107;18769313.81;281786.5;8163846.39;T1;54971.79;422684.36;16396775.5;1107;1641750;3323468.35;730788.31
1595851.69;2029.5;LOURINHÃ;40837.38;126521.57;T1_1108;4842748.08;191967.36;1289056.44;T1;227296.55;718118.08;3507144.6;1108;220800.4;430269.11;1114803.08
634382.93;12831.86;LOUSÃ;24123.04;213739.44;T1_0607;2845277.26;28403.49;983326.06;T1;146238.77;548871.77;1786754.36;0607;112718.02;140641.88;945804.88
1507051.89;0;LOUSADA;159527.62;1496240.69;T1_1305;6791122.03;83828.1;2361712.6;T1;121727.88;177784.88;4506612.92;1305;329228.04;554020.33;1955281.07
764570.04;0;MAÇÃO;39244.94;137716.24;T1_1413;2054557.73;15035.91;677489.17;T1;102412.39;116833.4;1606135.01;1413;52215.75;149039.89;396206.97
1415739.75;75984.22;MACEDO DE CAVALEIROS;140304.76;243880.16;T1_0405;4620887.01;93154.35;1101811.34;T1;358516.9;83240.65;3145464.41;0405;573495.91;534758.97;901926.69
377343.01;0;MACHICO;33735.4;258246.74;T1_3104;1989768.05;93126.53;764729.87;T1;113285.01;1324.63;1304789.1;3104;278387.17;69589.69;406591.78
260887.15;0;MADALENA;14230.94;100481;T1_4602;1244339.71;19941.03;400752.96;T1;67744.01;48599.28;891278.95;4602;122005.53;209697.81;231055.23
4081894.1;22804;MAFRA;56041.14;301523.69;T1_1109;9429162.93;39510.07;3191478.48;T1;237074.32;334676.42;8238288.84;1109;238754.52;925406.19;952119.57
3034479.93;627426.19;MAIA;14641.78;789039.59;T1_1306;11128246.54;66130.86;4172396.26;T1;279069.72;116528.09;8667124.96;1306;634416.21;1394117.91;1826705.37
954560.22;17406.49;MANGUALDE;115573.02;391817.5;T1_1806;3181339.35;48897.28;1012698.14;T1;148908.31;205617.44;2092378.15;1806;209638.44;76222.51;879322.76
253158.4;88.51;MANTEIGAS;3586.34;289574.9;T1_0908;1339746.51;9477.56;304499.97;T1;270211.96;114.07;617540.62;0908;158630.11;50404.69;563575.78
2045592.54;322.01;MARCO DE CANAVESES;0;112571.23;T1_1307;5288733.58;165241.77;1573862.86;T1;25287.48;231754.41;4391533.37;1307;527265.08;606836.2;369935.13
703679.2;0;MARINHA GRANDE;64905.3;352996.43;T1_1010;3133031.05;21319.17;1095877.96;T1;63170.86;355766.5;2116888.28;1010;179303.68;296011.95;836839.09
215808.15;6418.68;MARVÃO;6002.4;3797.36;T1_1210;826217.85;8212.27;378428.89;T1;59287.87;71018.31;653800.32;1210;25892.91;51351.01;146524.62
4332950.04;293786.39;MATOSINHOS;60762;574392.75;T1_1308;18462063.01;100918.72;7113276.5;T1;5239.34;936470.55;13752410.35;1308;2839001.63;2205265.09;1870651.03
636107.56;0;MEALHADA;3433.71;56433.86;T1_0111;2026748.83;4116.13;1016252.15;T1;13108.44;92604.81;1749647.27;0111;111520.74;93171.43;165580.82
1017473.81;0;MEDA;4800.2;126731.08;T1_0909;2476361.12;198332.62;568536.79;T1;29658.58;217757.08;2000214.18;0909;97200;215870.96;378946.94
671238.4;1163.36;MELGAÇO;822703.4;523481.74;T1_1603;4278327.46;159268.81;1003386.94;T1;84504.86;525520.37;2029910.05;1603;291043.68;196015.9;1957373.73
746281.83;20965.32;MÉRTOLA;156930.69;346243.79;T1_0209;3481496.75;66078.36;1043109.17;T1;251069.24;66453.93;2224107.82;0209;415725.96;368638.46;841662.97
407181.47;2547.96;MESÃO FRIO;4698.2;98383.03;T1_1704;1444336.68;86096.98;426427.66;T1;133170.09;72493.9;1011774.26;1704;121269.24;92068.15;311293.18
665291.25;0;MIRA;27104.56;61587.29;T1_0608;2147132.49;49614.44;789296.16;T1;76263.52;181310.31;1550531.48;0608;250335.33;46329.63;346265.68
572161.29;14607.78;MIRANDA DO CORVO;222492.52;104839.91;T1_0609;2302721.26;24789.52;613627.03;T1;193403.6;301755.31;1273861.43;0609;191760.71;63283.59;837099.12
622555.4;0;MIRANDA DO DOURO;46932.59;93181.34;T1_0406;2107449.39;46409.22;889515.93;T1;76508.91;118311.76;1679453.09;0406;93061.7;120972.54;334934.6
1131347.31;5000;MIRANDELA;28072.71;514684.47;T1_0407;4990330.87;149855.74;1561401.5;T1;304424.32;217148.76;3487632.55;0407;433368.06;645028;1069330.26
1106067.82;1250;MOGADOURO;153626.16;475246.61;T1_0408;3168878.83;45499.23;552694.68;T1;231202.61;133109.5;1828777.94;0408;345666.01;124516.21;994434.88
550064.44;39885.23;MOIMENTA DA BEIRA;18009.04;75972.07;T1_1807;2790571.9;42935.31;649068.02;T1;39650;840068.4;1388550.8;1807;388436.36;146483.03;1013584.74
